,ementa,acao
783,"DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ O BALNEÁRIO DA MANGUEIRA, E DÁ OUTRAS PROVIDÊNCIAS",Reconhecer o Balneário da Mangueira como patrimônio cultural e imaterial do município.
784,DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA MUNICIPAL DE CONSCIENTIZAÇÃO E INFORMAÇÃO SOBRE OS DIREITOS E BENEFÍCIOS DOS APOSENTADOS POR INVALIDEZ E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa municipal de conscientização e informação sobre direitos e benefícios dos aposentados por invalidez.
785,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO SOCIAL NOVO TEMPO, E DÁ OUTRAS PROVIDÊNCIAS.",Reconhecer a Associação Social Novo Tempo como entidade de utilidade pública municipal.
786,"REVOGA A LEI MUNICIPAL Nº 1.583, DE 14 DE JULHO DE 1980, QUE CONCEDEU, POR ENFITEUSE, UM TERRENO URBANO DO PATRIMÔNIO LOCALIZADO NA RUA SORORÓ, Nº 129, QUADRA R-06, LOTE 09, BAIRRO NOVO HORIZONTE, MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, EM FAVOR DE EVILASIA APINAGES DOS SANTOS.","Revogar a Lei nº 1.583/1980 que concedeu, por enfiteuse, terreno urbano na Rua Sororó nº 129, Bairro Novo Horizonte."
787,"REVOGA A LEI MUNICIPAL Nº 11.900, DE 15 DE JANEIRO DE 1991, QUE CONCEDEU, POR ENFITEUSE, UM TERRENO URBANO DO PATRIMÔNIO LOCALIZADO NA FOLHA 12, VIA-123, QUADRA 10, LOTE A-15, BAIRRO NOVA MARABÁ, MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, EM FAVOR DE DEUSINHA GONÇALVES DE SALES.","Revogar a Lei nº 11.900/1991 que concedeu, por enfiteuse, terreno urbano na Folha 12, via-123, quadra 10, lote A-15, Bairro Nova Marabá."
788,"REVOGA A LEI MUNICIPAL Nº 7.879, DE 23 DE DEZEMBRO DE 1985, QUE CONCEDEU, POR ENFITEUSE, UM TERRENO URBANO DO PATRIMÔNIO LOCALIZADO NA FOLHA 07, QUADRA 04, LOTE 16, BAIRRO NOVA MARABÁ, MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, EM FAVOR DE LUIZ GERONIMO DE ABREU COSTA.","Revogar a Lei nº 7.879/1985 que concedeu, por enfiteuse, terreno urbano na Folha 07, quadra 04, lote 16, Bairro Nova Marabá."
789,DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA MUNICIPAL DE CONSCIENTIZAÇÃO E INFORMAÇÃO SOBRE OS DIREITOS E BENEFÍCIOS DAS PESSOAS PORTADORAS DE HIV E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa municipal de conscientização e informação sobre direitos e benefícios de pessoas vivendo com HIV.
790,"SUBSTITUTIVO DO PROJETO QUE INSTITUI O USO DO ""CORDÃO TULIPA VERMELHA COMO INSTRUMENTO AUXILIAR DE ORIENTAÇÃO PARA A IDENTIFICAÇÃO DE PESSOAS COM A DOENÇA DE PARKINSON"" NO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Instituir o uso do “Cordão Tulipa Vermelha” como instrumento auxiliar para identificação de pessoas com doença de Parkinson no município.
791,INSTITUI O “DIA DA CONSCIÊNCIA INDÍGENA” NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Instituir o Dia da Consciência Indígena no calendário municipal.
792,INSTITUI O “DIA MUNICIPAL DO PROTETOR DE ANIMAIS” NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Instituir o Dia Municipal do Protetor de Animais no calendário municipal.
793,"DISPÕE SOBRE A PRESERVAÇÃO, PROTEÇÃO E O TOMBAMENTO DA RESERVA TÉCNICA ARQUEOLÓGICA DA FUNDAÇÃO CASA DA CULTURA DE MARABÁ, COMO PATRIMÔNIO HISTÓRICO, CULTURAL E IMATERIAL DO MUNICÍPIO E DÁ OUTRAS PROVIDÊNCIAS.","Preservar, proteger e tombar a reserva técnica arqueológica da Fundação Casa da Cultura de Marabá como patrimônio histórico, cultural e imaterial do município."
794,"DISPÕE SOBRE A PRESERVAÇÃO, PROTEÇÃO E O TOMBAMENTO DO ACERVO DO ARQUIVO HISTÓRICO MANOEL DOMINGUES DA FUNDAÇÃO CASA DA CULTURA DE MARABÁ, COMO PATRIMÔNIO HISTÓRICO, CULTURAL E IMATERIAL DO MUNICÍPIO E DÁ OUTRAS PROVIDÊNCIAS.","Preservar, proteger e tombar o acervo do Arquivo Histórico Manoel Domingues como patrimônio histórico, cultural e imaterial do município."
795,INSTITUI O PROGRAMA “CIDADE VERDE – SUSTENTABILIDADE E QUALIDADE DE VIDA” NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar o programa “Cidade Verde – Sustentabilidade e Qualidade de Vida” no município.
796,"DECLARA O ANIVERSÁRIO DA FOLHA 33, NO MUNICÍPIO DE MARABÁ – PA, COMEMORADO NO DIA 27 DE SETEMBRO, COMO PATRIMÔNIO HISTÓRICO-CULTURAL IMATERIAL DO MUNICÍPIO E DÁ OUTRAS PROVIDÊNCIAS.","Reconhecer o aniversário da Folha 33, em 27 de setembro, como patrimônio histórico-cultural imaterial do município."
797,"DECLARA A CAVALGADA DO GELADINHO, NO MUNICÍPIO DE MARABÁ – PA, COMEMORADA NO DIA 28 DE SETEMBRO, COMO PATRIMÔNIO HISTÓRICO-CULTURAL IMATERIAL DO MUNICÍPIO, E DÁ OUTRAS PROVIDÊNCIAS.","Reconhecer a Cavalgada do Geladinho, em 28 de setembro, como patrimônio histórico-cultural imaterial do município."
798,"DECLARA O ANIVERSÁRIO DO BAIRRO RESIDENCIAL MAGALHÃES, NO MUNICÍPIO DE MARABÁ – PA, COMEMORADO NO DIA 29 DE ABRIL, COMO PATRIMÔNIO HISTÓRICO-CULTURAL IMATERIAL DO MUNICÍPIO, E DÁ OUTRAS PROVIDÊNCIAS.","Reconhecer o aniversário do Bairro Residencial Magalhães, em 29 de abril, como patrimônio histórico-cultural imaterial do município."
799,"DISPÕE SOBRE A OBRIGATORIEDADE DA INSTALAÇÃO DE CÂMERAS DE SEGURANÇA EM ELEVADORES E OUTROS AMBIENTES PROPÍCIOS À VIOLÊNCIA CONTRA A MULHER, NO ÂMBITO DO MUNICÍPIO DE MARABÁ, COM MONITORAMENTO EM TEMPO REAL E CANAL DIRETO DE ACIONAMENTO DAS AUTORIDADES COMPETENTES.",Instalar câmeras de segurança com monitoramento em tempo real e canal direto de acionamento das autoridades em elevadores e outros ambientes propícios à violência contra a mulher.
800,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, A ASSOCIAÇÃO COMUNITÁRIA FORTES COMO DAVI - ACFCD E DÁ OUTRAS PROVIDÊNCIAS",Reconhecer a Associação Comunitária Fortes como Davi (ACFCD) como entidade de utilidade pública municipal.
801,"DECLARA, NO ÂMBITO DO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ. UTILIDADE PÚBLICA DO INSTITUTO SOCIAL SER+",Reconhecer o Instituto Social Ser+ como entidade de utilidade pública municipal.
802,"INSTITUI A POLÍTICA PÚBLICA MUNICIPAL DE ACESSO À COMUNICAÇÃO AUMENTATIVA E ALTERNATIVA (CAA) PARA CRIANÇAS E ADOLESCENTES COM DIFICULDADES NA COMUNICAÇÃO NO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Implementar política municipal de acesso à comunicação aumentativa e alternativa para crianças e adolescentes com dificuldades na comunicação.
803,"INSTITUI A CAMPANHA MUNICIPAL DE CONSCIENTIZAÇÃO E PREVENÇÃO À ADULTIZAÇÃO PRECOCE E À EROTIZAÇÃO INFANTIL NAS REDES SOCIAIS E NA INTERNET, NO ÂMBITO DO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Implementar campanha municipal de conscientização e prevenção à adultização precoce e à erotização infantil nas redes sociais e na internet.
804,INSTITUI A SEMANA MUNICIPAL DA PREVENÇÃO DE ACIDENTES COM CRIANÇAS.,Instituir a Semana Municipal da Prevenção de Acidentes com Crianças.
805,"DECLARA O GRUPO DE JOVENS “MISSÃO JOVEM”, DA ASSEMBLEIA DE DEUS MISSÃO, NO MUNICÍPIO DE MARABÁ – PA, COMO PATRIMÔNIO HISTÓRICO-CULTURAL IMATERIAL DO MUNICÍPIO, E DÁ OUTRAS PROVIDÊNCIAS.",Reconhecer o grupo de jovens “Missão Jovem” como patrimônio histórico-cultural imaterial do município.
806,INSTITUI O PROGRAMA MUNICIPAL DE APOIO À HABILITAÇÃO DE JOVENS E PESSOAS DE BAIXA RENDA – ‘CNH CIDADÃ MARABÁ’ – E DÁ OUTRAS PROVIDÊNCIAS.,Criar o programa municipal “CNH Cidadã Marabá” para apoiar a habilitação de jovens e pessoas de baixa renda.
807,DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA DE PROTEÇÃO DA SAÚDE BUCAL DA PESSOA COM TRANSTORNO DO ESPECTRO AUTISTA NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa de proteção da saúde bucal da pessoa com transtorno do espectro autista no município.
808,"ALTERA A LEI MUNICIPAL Nº 16.885, DE 22 DE ABRIL DE 2002, PARA AMPLIAR O PRAZO DE VALIDADE DA LICENÇA DE OPERAÇÃO (LO) E DÁ OUTRAS PROVIDÊNCIAS.",Ampliar o prazo de validade da licença de operação previsto na Lei nº 16.885/2002.
809,"DENOMINA DE “NELSON JEAN JUNIOR” A PISTA DE SKATE LOCALIZADA NA AV. VP 08, NÚCLEO NOVA MARABÁ NO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDÊNCIAS.","Dar o nome “Nelson Jean Junior” à pista de skate localizada na Av. VP 08, Núcleo Nova Marabá."
810,QUE DENOMINA SRº. RAIMUNDO CUNHA O NOME DO PRONTO SOCORRO DE MARABÁ E DÁ OUTRAS PROVIDENCIAS.,Dar o nome “Raimundo Cunha” ao pronto-socorro de Marabá.
811,"DISPÕE SOBRE A CRIAÇÃO DO PROGRAMA MUNICIPAL DE APOIO E FORTALECIMENTO ÀS ENTIDADES SEM FINS LUCRATIVOS EM MARABÁ-PA, E DÁ OUTRAS PROVIDÊNCIAS.",Criar programa municipal de apoio e fortalecimento às entidades sem fins lucrativos em Marabá.
812,"FICA DENOMINADA DE PRAÇA VEREADOR TIAGO BATISTA KOCH A PRAÇA LOCALIZADA NA VILA UNIÃO, NO MUNICÍPIO DE MARABÁ.",Dar o nome Praça Vereador Tiago Batista Koch à praça localizada na Vila União.
813,"DISPÕE SOBRE A ALTERAÇÃO DO PLANO DE CARREIRA, CARGOS E SALÁRIOS DA CÂMARA MUNICIPAL DE MARABÁ A PARTIR DO MÊS DE SETEMBRO DE 2025.","Alterar o plano de carreira, cargos e salários da Câmara Municipal de Marabá a partir de setembro de 2025."
814,DISPÕE SOBRE A VACINAÇÃO GRATUITA CONTRA A CINOMOSE PARA ANIMAIS DOMÉSTICOS NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DA OUTRAS PROVIDENCIAS.,Oferecer vacinação gratuita contra cinomose para animais domésticos no município.
815,"ALTERA A LEI N° 17.807, DE 13 DE NOVEMBRO DE 2017 QUE CRIA O CONSELHO MUNICIPAL DE JUVENTUDE - CMJ E O FUNDO MUNICIPAL DA JUVENTUDE - FUMJUV, DESTINADO A GERIR RECURSOS E FINANCIAR ATIVIDADES DO CONSELHO MUNICIPAL DE JUVENTUDE E DÁ OUTRAS PROVIDÊNCIAS.",Alterar a Lei nº 17.807/2017 relativa ao Conselho Municipal de Juventude (CMJ) e ao Fundo Municipal da Juventude (FUMJUV).
816,"DISPÕE SOBRE VEDAÇÃO DO ACORRENTAMENTO DE CÃES E GATOS POR CORRENTES OU CORDAS, E DÁ OUTRAS PROVIDÊNCIAS",Proibir o acorrentamento de cães e gatos por correntes ou cordas no município.
817,"DECLARA COMO PATRIMÔNIO CULTURAL DE NATUREZA IMATERIAL DO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ, O EVENTO DE VERANEIO “NETTIN LUAU”, REALIZADO NO NÚCLEO SÃO FÉLIX.","Reconhecer o evento de veraneio “Nettin Luau”, realizado no Núcleo São Félix, como patrimônio cultural imaterial do município."
818,"DECLARA COMO PATRIMÔNIO HISTÓRICO, CULTURAL E MATERIAL DO MUNICÍPIO DE MARABÁ A PRAÇA MENINO JESUS, LOCALIZADA NA FOLHA 33, BAIRRO NOVA MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.","Reconhecer a Praça Menino Jesus, na Folha 33, como patrimônio histórico, cultural e material do município."
820,"INSTITUI NO CALENDÁRIO OFICIAL DE EVENTOS O “AGOSTO BRANCO” EM ALUSÃO A CONSCIENTIZAÇÃO, PREVENÇÃO E COMBATE AO CÂNCER DE PULMÃO NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS","Instituir o “Agosto Branco” no calendário oficial do município para conscientização, prevenção e combate ao câncer de pulmão."
821,POLITICA MUNICIPAL DE INCENTIVO À PARTICIPAÇÃO DA FAMÍLIA EM EVENTOS ESPORTIVOS EM MARABÁ.,Instituir política municipal de incentivo à participação da família em eventos esportivos em Marabá.
822,"ALTERA A LEI MUNICIPAL Nº 17.758, DE 14 DE FEVEREIRO DE 2017, PARA INCLUIR A ÁREA DE HABITAÇÃO NO ROL DE SERVIÇOS PÚBLICOS ESSENCIAIS.",Incluir a área de habitação no rol de serviços públicos essenciais previsto na Lei nº 17.758/2017.
823,"DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ O BALNEÁRIO DA MOCINHA, E DÁ OUTRAS PROVIDÊNCIAS.",Reconhecer o Balneário da Mocinha como patrimônio cultural e imaterial do município.
824,"INSTITUI O PROGRAMA DE INTEGRAÇÃO GERACIONAL COMO MEDIDA DE COMBATE AO ETARISMO E ESTABELECE DIRETRIZES PARA SUA IMPLEMENTAÇÃO, NO ÂMBITO DO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Criar programa de integração geracional para combater o etarismo e estabelecer diretrizes para sua implementação no município.
825,"INSTITUI O PROGRAMA PARA FIM DO USO DE VEÍCULOS DE TRAÇÃO ANIMAL NO ÂMBITO DO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Implementar programa para acabar com o uso de veículos de tração animal no município.
826,"INSTITUI A CRIAÇÃO DE EQUIPES DE APOIO MOTORIZADA DO SERVIÇO MÓVEL DE URGÊNCIA - SAMU DO MUNÍCIPIO DE MARABÁ/PA, E DÁ OUTRAS PROVIDÊNCIAS.",Criar equipes de apoio motorizado do Serviço de Atendimento Móvel de Urgência (SAMU) no município.
827,INSTITUI O PROGRAMA MUNICIPAL DE AUXÍLIO-ENXOVAL PARA GESTANTES DE BAIXA RENDA NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa municipal de auxílio-enxoval para gestantes de baixa renda no município.
828,"INSTITUI, NO MUNICÍPIO DE MARABÁ, O PROGRAMA “JUVENTUDE DIGITAL DE MARABÁ”, DESTINADO À FORMAÇÃO DE JOVENS EM TECNOLOGIAS SOCIAIS APLICADAS À REALIDADE URBANA, COM FOCO NA INCLUSÃO DIGITAL, NO EMPREENDEDORISMO, NA GERAÇÃO DE RENDA E NO DESENVOLVIMENTO COMUNITÁRIO SUSTENTÁVEL.","Criar programa de formação de jovens em tecnologias sociais com foco em inclusão digital, empreendedorismo, geração de renda e desenvolvimento comunitário sustentável."
829,INSTITUI O PROJETO “CONHECER MARABÁ” NA REDE PÚBLICA MUNICIPAL DE ENSINO E DÁ OUTRAS PROVIDÊNCIAS.,Criar o projeto “Conhecer Marabá” na rede pública municipal de ensino.
830,"DISPÕE SOBRE A REALIZAÇÃO DO DESFILE CÍVICO DE 7 DE SETEMBRO, EM COMEMORAÇÃO À INDEPENDÊNCIA DO BRASIL, NO PERÍODO NOTURNO, NO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.","Realizar o desfile cívico de 7 de setembro, em comemoração à Independência do Brasil, no período noturno no município."
831,"DENOMINA DE ORLA DO ESPIRITO SANTO, A ORLA QUE SERÁ CONSTRUÍDA AS MARGENS DO RIO TOCANTINS NA VILA ESPIRITO SANTO E DÁ OUTRAS PROVIDÊNCIAS.",Denominar de Orla do Espírito Santo a orla a ser construída às margens do rio Tocantins na Vila Espírito Santo.
832,CRIA O PROGRAMA MUNICIPAL DE TERAPIA NUTRICIONAL DO ALUNO AUTISTA.,Criar programa municipal de terapia nutricional para alunos autistas.
833,"CRIA O ESTATUTO DA MULHER PARLAMENTAR E OCUPANTE DE CARGO OU EMPREGO PÚBLICO NO ÂMBITO DO MUNICÍPIO DE MARABÁ, ESTABELECENDO MECANISMOS PARA O ENFRENTAMENTO AO ASSÉDIO E À VIOLÊNCIA POLÍTICA CONTRA MULHERES.",Criar estatuto da mulher parlamentar e ocupante de cargo ou emprego público com mecanismos de enfrentamento ao assédio e à violência política contra mulheres.
834,"ALTERA A LEI MUNICIPAL N° 18.033, DE 21 DE MAIO DE 2021, QUE INSTITUI O PLANO MUNICIPAL DE POLÍTICAS PÚBLICAS PARA MULHERES NO MUNICÍPIO DE MARABÁ E PASSA A NOMINAR “LEI FLÁVIA ALVES”, NO ÂMBITO DO MUNICÍPIO DE MARABÁ.",Renomear a lei do Plano Municipal de Políticas Públicas para Mulheres como “Lei Flávia Alves”.
835,"ALTERA A LEI MUNICIPAL Nº 17.331, DE 30 DE DEZEMBRO DE 2008, QUE DISPÕE SOBRE O REGIME JURÍDICO ÚNICO DOS SERVIDORES PÚBLICOS CIVIS DA ADMINISTRAÇÃO DIRETA, DAS AUTARQUIAS E FUNDAÇÕES PÚBLICAS DO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ.",Alterar a lei do regime jurídico único dos servidores públicos civis do município.
836,CRIA O PROGRAMA DE TRANSPORTE ESCOLAR SEGURINHO PARA CRIANÇAS DA EDUCAÇÃO PÚBLICA NO MUNICÍPIO DE MARABÁ.,Criar um programa de transporte escolar para crianças da educação pública no município.
837,"OBRIGA AS EMPRESAS DO MUNICÍPIO DE MARABÁ QUE POSSUAM EM SEUS QUADROS 50% (CINQUENTA POR CENTO) OU MAIS DE EMPREGADOS HOMENS A OFERECEREM, ANUALMENTE, FORMAÇÃO CONTINUADA EM ASPECTOS DA VIOLÊNCIA CONTRA AS MULHERES.",Obrigar empresas com 50% ou mais de empregados homens a oferecer formação continuada anual sobre violência contra as mulheres.
838,DISPÕE SOBRE A PRESENÇA DE DOULAS NO HOSPITAL MUNICIPAL MATERNO INFANTIL DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Garantir a presença de doulas no Hospital Municipal Materno Infantil de Marabá.
839,"DECLARA A PONTE DONA ANA MIRANDA COMO PATRIMÔNIO HISTÓRICO E CULTURAL DO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar a ponte Dona Ana Miranda como patrimônio histórico e cultural do município.
840,"DECLARA DE UTILIDADE PÚBLICA PARA O MUNICÍPIO DO MARABÁ, ESTADO DO PARÁ O CENTRO DE EDUCAÇÃO, PESQUISA E ASSESSORIA SINDICAL E POPULAR – CEPASP.",Declarar o CEPASP como entidade de utilidade pública municipal.
841,"DECLARA COMO PATRIMÔNIO CULTURAL E IMATERIAL DO MUNICÍPIO DE MARABÁ A FEIRA DO PÔR DO SOL, E DÁ OUTRAS PROVIDÊNCIAS.",Declarar a Feira do Pôr do Sol como patrimônio cultural imaterial do município.
842,INSTITUI O “DIA MUNICIPAL DA JUVENTUDE NEGRA” NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS,Instituir o Dia Municipal da Juventude Negra no calendário do município.
843,"INSTITUI O PROGRAMA ""FILA ZERO PARA EXAMES DE IMAGEM"" NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.",Criar o programa “Fila Zero para Exames de Imagem” no município.
844,"DISPÕE SOBRE A OBRIGATORIEDADE DA INCLUSÃO DO SÍMBOLO INTERNACIONAL DO AUTISMO NAS PLACAS DE SINALIZAÇÃO DAS VAGAS DE ESTACIONAMENTO DESTINADAS ÀS PESSOAS COM DEFICIÊNCIA, EM LOCAIS PÚBLICOS E PRIVADOS, E DÁ OUTRAS PROVIDÊNCIAS.",Obrigar a inclusão do símbolo internacional do autismo nas placas das vagas de estacionamento destinadas a pessoas com deficiência em locais públicos e privados.
845,SUBSTITUTIVO AO PROJETO DE LEI QUE ALTERA A LEI MUNICIPAL Nº 17.829 DE 28 DE DEZEMBRO DE 2017. (QUE DETERMINA O PROGRAMA DE PREVENÇÃO E CONTROLE DO DIABETES NAS CRIANÇAS E ADOLESCENTES MATRICULADOS NAS CRECHES E DEMAIS ESTABELECIMENTOS DA REDE PUBLICA MUNICIPAL.),Alterar a lei do programa de prevenção e controle do diabetes em crianças e adolescentes da rede pública municipal.
846,"CRIA A SECRETARIA MUNICIPAL DE DEFESA CIVIL (SEDEC), NA ESTRUTURA ADMINISTRATIVA DA PREFEITURA MUNICIPAL DE MARABÁ.",Criar a Secretaria Municipal de Defesa Civil na estrutura administrativa da prefeitura.
847,DISPÕE SOBRE A CRIAÇÃO DO FUNDO MUNICIPAL DE DEFESA CIVIL E DO CONSELHO MUNICIPAL DE DEFESA CIVIL DO MUNICÍPIO DE MARABÁ (COMDEC).,Criar o Fundo Municipal de Defesa Civil e o Conselho Municipal de Defesa Civil do município.
848,CRIA O TEMA TRANSVERSAL “PREVENÇÃO E PROTEÇÃO CONTRA A DESINFORMAÇÃO” NAS ESCOLAS DE ENSINO MÉDIO DA REDE MUNICIPAL DE ENSINO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Incluir o tema transversal “Prevenção e proteção contra a desinformação” nas escolas de ensino médio da rede municipal.
849,"DISPÕE SOBRE A CRIAÇÃO DO SELO “ESCOLA AMIGA DA PROTEÇÃO DA CRIANÇA E DO ADOLESCENTE”, NO ÂMBITO DO MUNICÍPIO DE MARABÁ.",Criar o selo “Escola Amiga da Proteção da Criança e do Adolescente” no município.
850,DECLARA PATRIMÔNIO HISTÓRICO CULTURAL IMATERIAL DO MUNICÍPIO DE MARABÁ A “CORRIDA DO AÇO” E DÁ OUTRAS PROVIDÊNCIAS.,Declarar a “Corrida do Aço” como patrimônio histórico-cultural imaterial do município.
851,"INSTITUI O MÊS DE CONSCIENTIZAÇÃO SOBRE A SEGURANÇA DOS ANIMAIS NO TRÂNSITO, DENOMINADA “TRÂNSITO AMIGO DOS ANIMAIS – PATAS SEGURAS” NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.","Instituir o mês de conscientização sobre a segurança dos animais no trânsito, “Trânsito Amigo dos Animais – Patas Seguras”, no município."
852,INSTITUI O PROGRAMA MUNICIPAL DE MAMOGRAFIA ITINERANTE NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Criar programa municipal de mamografia itinerante no município.
853,"DISPÕE SOBRE A POSSIBILIDADE DE CONVERSÃO DO PAGAMENTO DE MULTAS DE TRÂNSITO DE NATUREZA LEVE, APLICADAS PELO MUNICÍPIO DE MARABÁ, EM DOAÇÃO DE SANGUE E DE MEDULA ÓSSEA E DÁ OUTRAS PROVIDÊNCIAS.",Permitir a conversão do pagamento de multas de trânsito leves em doação de sangue e de medula óssea.
854,DISPÕE SOBRE A IMPLANTAÇÃO DA FARMÁCIA MUNICIPAL DE MANIPULAÇÃO PARA PACIENTES DO SUS E DÁ OUTRAS PROVIDÊNCIAS.,Implantar uma farmácia municipal de manipulação para pacientes do SUS.
855,"DISPÕE SOBRE A INCLUSÃO DAS DISCIPLINAS DE EDUCAÇÃO MORAL E CÍVICA, POLÍTICA NA SOCIEDADE E EDUCAÇÃO FINANCEIRA NA GRADE CURRICULAR DA REDE PÚBLICA DE ENSINO DO MUNICÍPIO DE MARABÁ, E DÁ OUTRAS PROVIDÊNCIAS.","Incluir disciplinas de educação moral e cívica, política na sociedade e educação financeira na grade curricular da rede pública de ensino do município."
856,DISPÕE SOBRE A INSTITUIÇÃO DE MEDIDAS DE PREVENÇÃO E COMBATE À CRISTOFOBIA NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Instituir medidas de prevenção e combate à cristofobia no município.
857,"INSTITUI O DIA MUNICIPAL DA MISSÃO KALEBE EM MARABÁ (PA), RESPEITANDO A FORMALIDADE USADA EM CÂMARAS MUNICIPAIS.",Instituir o Dia Municipal da Missão Kalebe em Marabá.
858,"DISPÕE SOBRE A CAPACITAÇÃO PROFISSIONAL DE CUIDADORES DE CRIANÇAS, IDOSOS E PESSOAS COM DEFICIÊNCIA NO ÂMBITO DO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.","Promover capacitação profissional de cuidadores de crianças, idosos e pessoas com deficiência no município."
859,"DISPÕE SOBRE A OBRIGATORIEDADE DE SEPARAÇÃO, EM AMBIENTE HOSPITALAR, DAS MULHERES QUE TENHAM SOFRIDO PERDA GESTACIONAL, NATIMORTO OU ÓBITO NEONATAL, DAS DEMAIS PARTURIENTES.","Garantir a separação, em ambiente hospitalar, de mulheres que sofreram perda gestacional, natimorto ou óbito neonatal das demais parturientes."
860,"RECONHECE NO MUNICÍPIO DE MARABÁ, ESTADO DO PARÁ O ""WHEELING"", CONHECIDO POR ""GRAU"", COMO PRÁTICA ESPORTIVA E DÁ OUTRAS PROVIDÊNCIAS.",Reconhecer o wheeling (“grau”) como prática esportiva no município.
861,INSTITUI A SEMANA MUNICIPAL DE PREVENÇÃO E COMBATE AO CÂNCER BUCAL NO MUNICÍPIO DE MARABÁ E DÁ OUTRAS PROVIDÊNCIAS.,Instituir a Semana Municipal de Prevenção e Combate ao Câncer Bucal no município.
862,"INSTITUI A POLÍTICA MUNICIPAL DE COMBATE AO RACISMO NOS CLUBES, ESTÁDIOS, CENTROS ESPORTIVOS, GINÁSIOS, ARENAS E EVENTOS ESPORTIVOS (""LEI VINI JR."").","Instituir política municipal de combate ao racismo em clubes, estádios, centros esportivos, ginásios, arenas e eventos esportivos."
